City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
141,awjilah,29.1081,21.2869,282.85,63,1,3.0,LY,1675308618
142,pisco,-13.7,-76.2167,296.18,88,0,5.66,PE,1675308618
143,vestmannaeyjar,63.4427,-20.2734,276.33,89,100,18.08,IS,1675308619
144,carnarvon,-24.8667,113.6333,304.74,56,40,5.73,AU,1675308619
145,kaitangata,-46.2817,169.8464,293.78,76,90,1.21,NZ,1675308620
146,mar del plata,-38.0023,-57.5575,294.87,84,0,2.57,AR,1675308620
147,taungdwingyi,20.0167,95.55,303.66,29,9,2.96,MM,1675308621
148,korla,41.7597,86.1469,268.48,64,7,0.73,CN,1675308621
149,ikungi,-5.1333,34.7667,287.84,89,21,2.2,TZ,1675308622
150,lavrentiya,65.5833,-171.0,261.27,95,100,3.47,RU,1675308622
151,bambous virieux,-20.3428,57.7575,299.94,88,40,1.54,MU,1675308622
152,villamontes,-21.25,-63.5,296.64,56,8,0.63,BO,1675308623
153,verkhnevilyuysk,63.4453,120.3167,252.05,95,100,2.77,RU,1675308623
154,nanchang,28.6833,115.8833,281.16,58,100,5.46,CN,1675308624
155,georgetown,5.4112,100.3354,301.11,81,20,4.12,MY,1675308396
156,ahipara,-35.1667,173.1667,295.98,75,100,3.18,NZ,1675308625
157,umm kaddadah,13.6017,26.6876,288.62,23,3,7.72,SD,1675308625
158,port blair,11.6667,92.75,301.17,74,40,4.12,IN,1675308626
159,yulara,-25.2406,130.9889,305.15,22,0,7.09,AU,1675308626
160,husavik,66.0449,-17.3389,267.1,91,99,3.55,IS,1675308626
161,konstantinovka,49.6167,127.9833,258.92,69,2,4.64,RU,1675308627
162,valley city,46.9233,-98.0032,259.44,92,0,4.63,US,1675308627
163,codrington,-38.2667,141.9667,286.91,69,100,10.59,AU,1675308628
164,geraldton,-28.7667,114.6,313.38,18,0,4.12,AU,1675308628
165,chalons-en-champagne,48.9539,4.3672,280.19,90,65,3.85,FR,1675308628
166,pacific grove,36.6177,-121.9166,283.21,82,0,1.54,US,1675308420
167,yashalta,46.3395,42.2762,275.41,96,100,0.57,RU,1675308629
168,yubari,43.0378,141.9578,268.43,73,71,8.68,JP,1675308629
169,dukat,62.55,155.55,250.18,95,64,0.88,RU,1675308630
170,severnyy,50.677,36.5532,271.17,86,100,4.0,RU,1675308630
171,ashington,50.9331,-0.3909,281.27,84,35,2.68,GB,1675308631
172,walvis bay,-22.9575,14.5053,290.98,82,100,3.6,NA,1675308631
173,peniche,39.3558,-9.3811,281.73,91,0,2.25,PT,1675308632
174,novomoskovsk,54.0105,38.2846,269.19,94,100,4.06,RU,1675308632
175,tiksi,71.6872,128.8694,245.95,98,100,3.64,RU,1675308633
176,akhtanizovskaya,45.32,37.1,270.41,68,50,3.3,RU,1675308633
177,san patricio,28.017,-97.5169,277.08,89,100,4.85,US,1675308633
178,saint george,37.1041,-113.5841,277.48,44,0,1.34,US,1675308463
179,sabha,27.0377,14.4283,280.9,65,47,4.0,LY,1675308634
180,tura,25.5198,90.2201,296.16,27,15,1.19,IN,1675308634
181,andros town,24.7,-77.7667,296.13,79,12,4.64,BS,1675308635
182,ilulissat,69.2167,-51.1,263.16,52,75,9.26,GL,1675308635
183,klaksvik,62.2266,-6.589,274.66,64,100,5.4,FO,1675308636
184,akureyri,65.6835,-18.0878,269.11,86,100,1.03,IS,1675308636
185,yellowknife,62.456,-114.3525,236.79,67,0,1.54,CA,1675308637
186,puerto escondido,15.85,-97.0667,299.61,78,0,0.0,MX,1675308637
187,qui nhon,13.7667,109.2333,297.45,90,95,3.11,VN,1675308638
188,thompson,55.7435,-97.8558,243.24,63,40,6.17,CA,1675308401
189,perth,-31.9333,115.8333,302.06,36,0,9.77,AU,1675308605
190,luderitz,-26.6481,15.1594,289.72,79,34,7.53,NA,1675308639
191,iqaluit,63.7506,-68.5145,240.0,62,75,2.06,CA,1675308639
192,boyolangu,-8.1181,111.8935,301.98,70,96,0.63,ID,1675308639
193,berlevag,70.8578,29.0864,272.12,64,75,5.66,NO,1675308640
194,bratsk,56.1325,101.6142,256.42,91,100,1.63,RU,1675308641
195,meulaboh,4.1363,96.1285,301.87,62,79,0.61,ID,1675308641
196,pemberton,50.3164,-122.8027,274.56,96,100,1.64,CA,1675308641
197,porto novo,6.4965,2.6036,298.03,90,6,2.39,BJ,1675308532
198,eureka,40.8021,-124.1637,279.4,88,20,0.45,US,1675308642
199,nangka,9.4006,122.8169,302.8,68,98,6.17,PH,1675308642
200,saskylakh,71.9167,114.0833,246.91,99,99,2.42,RU,1675308643
201,rio branco,-9.9747,-67.81,297.49,100,20,1.03,BR,1675308611
202,bathsheba,13.2167,-59.5167,298.49,73,40,6.17,BB,1675308643
203,port elizabeth,-33.918,25.5701,292.77,82,75,5.14,ZA,1675308644
204,ostrovnoy,68.0531,39.5131,264.58,92,46,9.4,RU,1675308645
205,saint pete beach,27.7253,-82.7412,294.34,87,75,2.06,US,1675308646
206,hirna,9.2167,41.1,287.18,35,43,0.68,ET,1675308646
207,mataram,-8.5833,116.1167,300.6,90,100,2.8,ID,1675308647
208,lagoa,39.05,-27.9833,286.86,70,2,3.64,PT,1675308647
209,nautla,20.2167,-96.7833,290.32,87,100,3.76,MX,1675308647
210,zhigansk,66.7697,123.3711,240.87,96,100,7.33,RU,1675308648
211,maningrida,-12.0667,134.2667,304.56,65,91,5.81,AU,1675308648
212,linxia,35.6003,103.2064,274.89,27,68,1.71,CN,1675308649
213,isangel,-19.55,169.2667,302.24,73,79,3.01,VU,1675308649
214,lata,40.1629,-8.3327,277.03,86,0,1.95,PT,1675308650
215,vao,-22.6667,167.4833,300.06,75,47,3.32,NC,1675308650
216,camacha,33.0833,-16.3333,287.83,63,40,6.69,PT,1675308650
217,koundara,12.4833,-13.3,295.96,17,2,1.1,GN,1675308651
218,airai,-8.9266,125.4092,295.72,72,97,1.72,TL,1675308651
219,mogadishu,2.0371,45.3438,297.64,78,99,6.51,SO,1675308652
220,yumen,40.2833,97.2,270.31,31,99,2.96,CN,1675308653
221,rantepao,-2.9701,119.8978,300.2,70,97,0.9,ID,1675308654
222,port lincoln,-34.7333,135.8667,291.82,62,70,12.57,AU,1675308617
223,nuuk,64.1835,-51.7216,260.86,66,5,2.68,GL,1675308654
224,khandyga,62.6667,135.6,242.23,89,100,1.44,RU,1675308655
225,srednekolymsk,67.45,153.6833,242.56,98,96,2.68,RU,1675308655
226,bhainsa,26.9548,76.9012,290.65,34,0,1.84,IN,1675308655
227,narsaq,60.9167,-46.05,265.27,90,97,2.33,GL,1675308656
228,bushenyi,-0.5853,30.2114,287.85,89,74,0.48,UG,1675308441
229,constitucion,-35.3333,-72.4167,289.17,63,0,5.07,CL,1675308656
230,aykhal,66.0,111.5,243.11,100,97,1.59,RU,1675308657
231,sampit,-2.5333,112.95,297.12,96,100,0.89,ID,1675308454
232,manama,26.2154,50.5832,293.14,88,55,3.09,BH,1675308458
233,bethel,41.3712,-73.414,271.45,54,0,0.0,US,1675308403
234,kedrovyy,56.1667,91.8167,250.38,94,78,1.02,RU,1675308658
235,krasnoselkup,65.7,82.4667,256.28,98,94,4.05,RU,1675308659
236,baykit,61.67,96.37,257.39,97,100,1.41,RU,1675308659
237,manturovo,58.3353,44.7619,268.13,96,100,2.98,RU,1675308660
238,mount isa,-20.7333,139.5,299.02,61,75,4.63,AU,1675308661
239,dover,39.1582,-75.5244,271.16,78,0,1.54,US,1675308443
240,nobeoka,32.5833,131.6667,285.65,54,61,4.53,JP,1675308662
241,mount gambier,-37.8333,140.7667,287.96,58,93,8.13,AU,1675308662
242,estevan,49.1334,-102.9842,260.34,78,100,11.32,CA,1675308554
243,deputatskiy,69.3,139.9,246.43,97,100,1.53,RU,1675308664
244,san ramon de la nueva oran,-23.1322,-64.326,300.61,56,70,0.66,AR,1675308635
245,shemonaikha,50.6328,81.9056,263.4,98,100,0.32,KZ,1675308665
246,birjand,32.8663,59.2211,274.41,100,100,3.09,IR,1675308666
247,chunar,25.1333,82.9,288.18,36,64,4.1,IN,1675308667
248,amahai,-3.3333,128.9167,302.35,70,46,0.5,ID,1675308667
249,te anau,-45.4167,167.7167,293.16,79,100,2.11,NZ,1675308668
250,cherskiy,68.75,161.3,251.98,99,98,1.39,RU,1675308668
251,kousseri,12.0769,15.0306,294.13,19,98,4.12,CM,1675308669
252,ketchikan,55.3422,-131.6461,280.14,87,100,6.69,US,1675308669
253,grandview,38.8858,-94.533,272.01,57,0,5.14,US,1675308562
254,salalah,17.0151,54.0924,296.2,56,75,3.6,OM,1675308672
255,waddan,29.1614,16.139,285.3,60,100,2.42,LY,1675308672
256,lar,26.2039,83.9717,290.18,53,1,3.51,IN,1675308673
257,nurota,40.5614,65.6886,278.82,86,73,6.86,UZ,1675308674
258,sitka,57.0531,-135.33,278.09,70,100,5.14,US,1675308674
259,salinas,36.6777,-121.6555,283.71,77,0,1.54,US,1675308540
260,parrita,9.5201,-84.3225,296.79,69,26,1.92,CR,1675308675
261,marsa matruh,31.3525,27.2453,283.26,76,40,4.63,EG,1675308676
262,pevek,69.7008,170.3133,250.77,95,25,0.25,RU,1675308676
263,longyearbyen,78.2186,15.6401,262.06,62,20,7.72,SJ,1675308677
264,cururupu,-1.8283,-44.8683,296.14,97,100,1.29,BR,1675308677
265,tucurui,-3.7661,-49.6725,294.72,99,100,0.76,BR,1675308678
266,rioja,-29.4111,-66.8507,302.44,43,90,3.18,AR,1675308679
267,general roca,-39.0333,-67.5833,297.5,53,12,6.1,AR,1675308679
268,xichang,27.8964,102.2634,289.08,43,4,1.35,CN,1675308680
269,peleduy,59.6289,112.7406,260.34,92,100,4.5,RU,1675308680
270,hofn,64.2539,-15.2082,271.3,75,95,5.75,IS,1675308681
271,rambouillet,48.5833,1.9167,278.5,92,27,3.71,FR,1675308682
272,namibe,-15.1961,12.1522,295.05,80,100,1.72,AO,1675308683
273,clausthal-zellerfeld,51.8,10.3333,276.0,84,100,9.39,DE,1675308683
274,east london,-33.0153,27.9116,293.67,83,0,3.09,ZA,1675308684
275,taoudenni,22.6783,-3.9836,285.8,22,93,5.05,ML,1675308684
276,tengushevo,54.7686,42.7189,269.19,97,100,2.67,RU,1675308685
277,cayenne,4.9333,-52.3333,296.17,100,0,1.54,GF,1675308686
278,arlit,18.7369,7.3853,289.81,15,11,4.28,NE,1675308686
279,shieli,44.1667,66.75,277.57,94,100,6.04,KZ,1675308687
280,indramayu,-6.3264,108.32,301.32,75,100,5.51,ID,1675308687
281,lazaro cardenas,17.9583,-102.2,296.5,74,2,1.79,MX,1675308567
282,dutse,11.7594,9.3392,291.38,29,100,3.56,NG,1675308688
283,hue,16.4667,107.6,297.21,83,75,1.54,VN,1675308640
284,muisne,0.6,-80.0333,297.24,90,54,1.29,EC,1675308689
285,sumeg,46.977,17.2821,275.4,83,100,1.61,HU,1675308689
286,sarankhola,22.3082,89.7897,297.96,22,42,4.98,BD,1675308690
287,katsuura,35.1333,140.3,281.47,32,100,4.4,JP,1675308690
288,pringsewu,-5.3582,104.9744,301.4,77,100,1.49,ID,1675308691
289,upernavik,72.7868,-56.1549,245.65,91,85,1.89,GL,1675308691
290,oriximina,-1.7656,-55.8661,295.77,95,100,2.22,BR,1675308591
291,ouahigouya,13.5828,-2.4216,294.96,8,23,3.81,BF,1675308692
292,souillac,-20.5167,57.5167,298.36,88,40,1.54,MU,1675308692
293,berdigestyakh,62.0989,126.6992,247.43,94,100,0.85,RU,1675308693
294,turukhansk,65.8167,87.9833,260.42,96,100,3.72,RU,1675308693
295,mezen,65.8522,44.24,264.79,95,54,3.59,RU,1675308694
296,labuhan,-6.8844,112.2051,299.7,80,100,2.27,ID,1675308695
297,soverato,38.685,16.5499,282.12,78,3,3.84,IT,1675308695
298,nizhniy kuranakh,58.8353,125.4869,255.31,92,100,4.52,RU,1675308695
299,bambanglipuro,-7.95,110.2833,300.33,74,100,0.86,ID,1675308696
300,aklavik,68.2191,-135.0107,239.47,99,60,3.3,CA,1675308696
301,saldanha,-33.0117,17.9442,287.18,87,0,7.32,ZA,1675308697
302,levokumskoye,44.8219,44.6606,274.5,61,100,2.27,RU,1675308697
303,waitati,-45.75,170.5667,298.88,55,100,3.22,NZ,1675308697
304,hirara,24.8,125.2833,296.3,68,75,7.72,JP,1675308698
305,vangaindrano,-23.35,47.6,296.07,90,100,1.37,MG,1675308698
306,matagami,49.7502,-77.6328,252.21,84,20,2.06,CA,1675308699
307,antalaha,-14.9003,50.2788,298.1,89,45,2.75,MG,1675308699
308,valea lui mihai,47.5167,22.15,274.99,84,100,7.6,RO,1675308700
309,palmer,42.1584,-72.3287,268.84,55,0,3.09,US,1675308700
310,vestmanna,62.1564,-7.1664,273.66,93,75,3.6,FO,1675308701
